xi,xj,LLM_model
The dog whined,The dog whined and barked at me when I was walking him. I was walking him in the park and he was being a pain in the ass. I was walking him and he was being a pain in the ass. I was walking,OPT
With a smile,"With a smile, they walked hand in hand out to their bikes, and turned right onto a narrow path that led them to the river and the beach.

They stopped on the beach, and turned back to each other.

""Don",GPT-Neo
With a smile,"With a smile, he gave a salute of his white hair. ""Ah, my dear!"" he cried. ""I've won this prize! No one's too lucky!""

Determined.

He raised his hand in self-defense",GPT-2
With a smile,"With a smile on his face, the man who has been in the spotlight for the past few months, has been spotted in the company of his wife and daughter.

The actor, who is currently shooting for his upcoming film, ‘",OPT
The rain ceased,"The rain ceased, and the water from the stream splashed upon the grass of
the valley. The sun shone brightly on the green banks, and the little
gulls wheeled about in the air with joyous cries, and sought for",GPT-Neo
The rain ceased,"The rain ceased from noon until 5:45 a.m. Sunday and will continue to fall into the evening, depending on where the storms will hit.

More rain would be expected Monday and Wednesday by next week.

Read or Share",GPT-2
The rain ceased,"The rain ceased, and the sun shone brightly.
The sun shone brightly, and the rain ceased.
The rain ceased, and the sun shone brightly.
The sun shone brightly, and the rain ceased.
The rain ceased, and",OPT
As morning came,"As morning came, Ciro sat at their kitchen table, still in his pajamas, his cup of orange juice, his coffee mug, and his laptop on the table. He said to the little boy sitting beside him, ""How about some",GPT-Neo
As morning came,"As morning came, we'd been there. A couple of weeks before, we'd been in Las Vegas. The crowd was there, so that gave us an escape from all the noise around us. The music was pretty loud. After we did that",GPT-2
As morning came,"As morning came, the sun was shining brightly, and the sky was clear.
The air was cool and crisp, and the sun was shining brightly.
The air was cool and crisp, and the sun was shining brightly.
The air",OPT
The candle flickered,"The candle flickered, the flame vanished, and the candle was gone. His stomach growled.

He didn't mind not eating. He didn't mind going without food. But on that last he had to admit that he _had",GPT-Neo
The candle flickered,"The candle flickered and lit for a brief moment before bursting into flames. Before returning to his chair, the young woman spoke.

""We have discovered what happened to you.""

""You were a vampire, wasn't you?""",GPT-2
The candle flickered,"The candle flickered and the room was filled with the smell of burning flesh.

The man was lying on the floor, his face covered in blood.

The man was dead.

The man was dead.",OPT
"Gently, he pushed","Gently, he pushed her back against the wall, taking advantage of their small space in the room to use both of his hands to pin her down. His face was twisted in agony and anger at her, and her hands automatically went to the knife",GPT-Neo
"Gently, he pushed","Gently, he pushed his way through the crowd, a gesture that felt quite clearly calculated. It looked as if he was trying to hide the fact that he had been there by accident.


The crowd swelled into a roaring ovation.",GPT-2
"Gently, he pushed","Gently, he pushed her back against the wall.

""I'm not going to hurt you,"" he said. ""I'm just going to ask you a question.""

""What's that?""

""I'm going",OPT
The leaves fell,"The leaves fell silently this past November, slowly, as if the world were ending, as if the autumn wind were blowing out their existence.
“How have you been, Mr. Smith?” I asked him one afternoon, as we",GPT-Neo
The leaves fell,"The leaves fell and when I went in to see what was up, they were kind of sticking out, and I noticed there weren't any dead leaves as good as at least that I could make out in the ground,"" she said. ""I knew",GPT-2
The leaves fell,"The leaves fell off the tree.
The leaves fell off the tree.
The leaves fell off the tree.
The leaves fell off the tree.
The leaves fell off the tree.
The leaves fell off the tree.
The",OPT
In the pantry,"In the pantry. A lot of work went into making the space appear more comfortable than it really is. We bought some stylish metal shelves and a huge stainless-steel refrigerator door (in the kitchen), making it look like you’re in",GPT-Neo
In the pantry,"In the pantry of this village, no one looked toward you. To their knowledge, it is impossible to find a man of your rank, and no one could say how he came to be near you. But you were not here for any reason",GPT-2
In the pantry,"In the pantry, I have a jar of peanut butter. I have a jar of peanut butter. I have a jar of peanut butter. I have a jar of peanut butter. I have a jar of peanut butter. I have a jar",OPT
She walked away,She walked away from a group of women who were talking about where to find the best coffee. She didn't care if they laughed. The idea of her and her daughter getting drunk and having a few too many drinks seemed funny. She didn't have,GPT-Neo
She walked away,"She walked away.

Her husband was at his office for the day after a shooting, he says he has no doubt about the shooting. On his cellphone an unknown intruder who had a gun pointed at him, and he took advantage of a lull",GPT-2
She walked away,"She walked away from the car and then came back and said ""I'm sorry, I didn't mean to hit you.""",OPT
The camera zoomed,"The camera zoomed in on the tiny, fragile baby. The picture was so small, the baby had lost its tiny legs, and the two arms had curled up against its sides. The baby was smiling, and the baby's face was so perfect",GPT-Neo
The camera zoomed,"The camera zoomed out the front. She stopped. She looked down. ""Where do you need me?"" she whispered into the camera.

Worke's hand slid from the camera's camera to its other arm, and she gripped the",GPT-2
The camera zoomed,"The camera zoomed in on the guy's face and I thought he was a girl.
I thought it was a guy until I saw the face.",OPT
With a sigh,"With a sigh, she gave up the struggle for the time being and turned to the next problem. ""Here, look at this."" She pointed at the monitor, where a blackboard covered with words and numbers had appeared. ""If the computer is",GPT-Neo
With a sigh,"With a sigh of relief, I opened the front door.
 I heard a commotion at my feet, and then came out without leaving a sound. I had only the two of us remaining, and by climbing up a tree branch that had fallen",GPT-2
With a sigh,"With a sigh, I looked at the calendar.
It was the first day of spring.
I was going to go to the park with my friend, but I had a headache.
I had been working on a project for the last",OPT
The door creaked,"The door creaked open and he stepped inside.

The room smelled of stale beer and sweat. The two men were slumped in a corner, naked but for thin towels, heads down, elbows resting on the stained wooden seats. He spotted the",GPT-Neo
The door creaked,"The door creaked and shut behind him, and he was pulled into the kitchen, where he was taken to his mother, now in a coma, who was left with a small child.

After having met her for a while, he asked",GPT-2
The door creaked,"The door creaked open and the door closed.

The door creaked open and the door closed.

The door creaked open and the door closed.

The door creaked open and the door closed.

The",OPT
As they talked,"As they talked, and while they were talking, the man stood before them, gazing at them in his odd way.

""What is your name?"" asked the man, presently.

""What the hell's it to you?"" replied",GPT-Neo
As they talked,"As they talked through the next couple of weeks, they developed a vision of what to do for UAH.

Here are some things they learned from the first meeting:

1. The new leadership team is different than the previous ones.",GPT-2
As they talked,"As they talked about the new season, I was thinking about how much I miss the old season. I loved the old season, but I think the new season is just so much better.
I agree. I think the new season is better",OPT
The train departed,"The train departed at 8:38. The first sign of the storm was a slight misty haze as we rounded the final corner before the city and the highway.

The first thing to hit us as we rounded the corner was the white-",GPT-Neo
The train departed,"The train departed its base and headed for the small village of Sihanouk, about 200 km outside of Damascus, the ministry said on Saturday.

The ministry said the train had derailed after a bomb exploded in the train and was delayed by",GPT-2
The train departed,"The train departed from the station at 7:30am and arrived at the station at 8:30am.

The train departed from the station at 7:30am and arrived at the station at 8:30am.

The",OPT
"Slowly, he breathed","Slowly, he breathed. The woman made no move to stop him, then suddenly she jumped up from the bed, her eyes blazing.

Rutledge looked at her, then took a step toward the bed.

Then I was",GPT-Neo
"Slowly, he breathed","Slowly, he breathed.

They stopped for a short moment when he noticed that his hands were being pressed against one of the walls. At any rate, they started to move back and forth, and as they did so he noticed that they",GPT-2
"Slowly, he breathed","Slowly, he breathed in and out, trying to get the air out of his lungs.
He was trying to get the air out of his lungs.
He was trying to get the air out of his lungs.
He was trying",OPT
The stars appeared,"The stars appeared just as the little girl’s eyes filled with tears. She ran from the room, sobbing. She couldn’t stop. She didn’t have a moment to herself — even the thought of something so simple",GPT-Neo
The stars appeared,"The stars appeared so different, it was hard to put into words or describe. I was so excited to experience the wonderful, life-saving beauty and beauty of that world—and we didn't even talk about it at the time. For nearly three",GPT-2
The stars appeared,"The stars appeared to align for the New York Giants on Sunday.

The Giants were able to get a win against the Philadelphia Eagles, and they did it without their starting quarterback, Eli Manning.

Manning was injured in the first",OPT
In the library,"In the library, two things caught my eye. The first, a small volume, hard cover, with an embossed metal bookmark, titled “Myths and Legends to the Native Americans”. I flipped through it. The text was",GPT-Neo
In the library,"In the library on the website - a simple example is here - the ""SciHarmony"" folder contains the ""SciHarmony"" library (and the libraries the book uses).

Now that's all you need to do",GPT-2
In the library,"In the library, I have a book called ""The Art of the Deal"" by Donald Trump.  I read it in high school and it's still one of my favorite books.  I'm not sure if it's a good book for",OPT
She sat down,"She sat down at the breakfast table, a bowl of what looked like blackberry jam. ""You look real hot."" She sipped her coffee.

""I feel real hot.""

""Is that an ice cream scoop?""",GPT-Neo
She sat down,"She sat down to pick up his camera – still in the old house – and tried to record the moment.

'I know there is this feeling of being on a high horse or something like that, but I didn't think it's wrong",GPT-2
She sat down,"She sat down and started to eat.
I'm not sure if I should be impressed or disgusted.",OPT
The cat purred,"The cat purred, and she knew that he was waiting for an instruction to go on.

""I will go to the sea,"" she said quietly.

""Will you?"" he asked in a voice that was not quite steady.",GPT-Neo
The cat purred,"The cat purred. ""The cat is the cat. We have been here for an hour. We don't know what they are doing. They're always in the right place. They're always ready to do this. I know how to see",GPT-2
The cat purred,"The cat purred.
I think it was more of a ""I'm going to kill you"" purr.",OPT
With a nod,"With a nod to the many, many types of the word “fun,” writer and editor Susan Walsh decided to take a break from the usual run of nonfiction texts—the stories of her life and family life, which she has dedicated",GPT-Neo
With a nod,"With a nod to Marvel Comics' newest Avengers movie (in fact, it looks like the movie could become the most successful superhero movie ever to launch on Hollywood's screens) and one of the most exciting, though very strange, releases since Thor: Ragnarok",GPT-2
With a nod,"With a nod to the past, the new ‘Star Wars’ trilogy is a return to the roots

The new “Star Wars” trilogy is a return to the roots.

The new “Star Wars�",OPT
The wind gusted,"The wind gusted so hard that I stood rooted, watching the snow swirl around me like ghosts.

""We're losing the light,"" one of the men said. ""We need to get out of here.""

""What about you",GPT-Neo
The wind gusted,"The wind gusted. And, while you might still like your own kind, those of you who get sick or are in bed with someone you don't like will do well not to give up your self-esteem:

You must also be",GPT-2
The wind gusted,"The wind gusted so hard that the windscreen wipers were stuck.
I'm not sure if you're joking or not, but that's actually a thing.
I'm not joking. I've seen it happen.
I've",OPT
As night fell,"As night fell, the city began to fill with the aroma of food. Vendors set up on the sidewalks, offering every imaginable type of food. On a normal night in Tokyo, you would see almost no food on the ground. With no garbage",GPT-Neo
As night fell,"As night fell, while a young boy was climbing on a pile of rocks and falling into a pond and catching a glimpse of the river we had come to know about, a man saw a creature standing in front of his house, and rushed in,",GPT-2
As night fell,"As night fell, the sun was setting over the mountains of the Sierra Nevada.
The air was cool and crisp, and the sky was clear and blue.
The air was clear and blue, and the sky was clear and blue.",OPT
The fire sparked,"The fire sparked by a barbecue fire at a property of more than 30 apartments has spread to the roof of three buildings in an historic townhouse building in West Hollywood, while another started in a garage.

""It's not like it's out",GPT-Neo
The fire sparked,"The fire sparked by an incident at the hotel's guest room where she had been staying for two nights earlier. In a brief interview about the incident with the Evening Standard, she said the'slam dunk' was not planned.

'Me",GPT-2
The fire sparked,"The fire sparked by a man's cigarette in a park in the city of Wuhan, China, has killed at least 10 people and sickened more than 300 others, according to the Wuhan Municipal Health Commission.

The fire",OPT
"Quietly, he whispered","Quietly, he whispered. ""The whole world could hear you.""

""Then it's only that _he_ could."" I was almost out of breath. ""I'll try not to be so loud as to draw attention to myself",GPT-Neo
"Quietly, he whispered","Quietly, he whispered in the dog's ear.

In the next instant, she would hear him, but it was too late. His ears were already open from breathing. Her tongue curled inside his neck and she was already ready to",GPT-2
"Quietly, he whispered","Quietly, he whispered to himself, ""I'm going to get that girl.""
I'm going to get that girl.
I'm going to get that girl.
I'm going to get that girl.
I'm going",OPT
The snow fell,"The snow fell with a blizzard of white, blinding light that hurt the eyes. The air was cold. The sun and the moon shone through the drifting snow. The air was so still, it felt like a still life and the trees were frozen",GPT-Neo
The snow fell,"The snow fell and the men were scattered among the snow which fell. The snowmen, having no way to move, started out of the snow and, with only half a dozen men in that place ready to go into battle, went to the north",GPT-2
The snow fell,"The snow fell in the middle of the night, and the wind blew the snow into the house.
The snow fell in the middle of the night, and the wind blew the snow into the house.
The snow fell in the middle of",OPT
In the living,"In the living world, every organism has a unique genome consisting of a highly complex set of chromosomes, which in many ways are like a jigsaw puzzle of multiple pieces which together make up the whole. It is this intricate and complex structure and the fact",GPT-Neo
In the living,"In the living room, I had a conversation with someone who had helped me out in the past. She suggested to me that I spend the weekend in California, so I did. We were planning on meeting up at a small restaurant for lunch after school",GPT-2
In the living,"In the living room, I have a small table with a chair and a couch. I have a small TV and a small computer. I have a small desk with a chair and a computer. I have a small table with a chair and a",OPT
He turned around,"He turned around and looked back at the building. He still hadn't heard from the boy.

""You have a way with words, don't you, son?""

""What?""

""I don't talk a lot,",GPT-Neo
He turned around,"He turned around as if to see another man with a gun behind him, as if he was doing something that would render that man dead. He had one more weapon, a.22, lying about as far forward as ever, and his target had",GPT-2
He turned around,"He turned around and looked at me.
I'm sorry, I don't understand.
He turned around and looked at me.
I'm sorry, I don't understand.
He turned around and looked at me.
I'm",OPT
The clock chimed,"The clock chimed noon, the lunch bell rung, and she had to go. She rushed off to the head teacher's office, the school secretary's office, the head teacher's office, each time she had a bad feeling it was not",GPT-Neo
The clock chimed,"The clock chimed the fourth and twelfth octaves, the voice calling out the words: Behold, with the power you have gathered, you cannot resist or die; at the dawnbreak, the sound of men ceasing, we are at",GPT-2
The clock chimed,"The clock chimed, and the door opened.

The door swung open, and a man stepped out. He was tall, with a long, dark beard and a long, dark mustache. He wore a black suit, and a black",OPT
With a laugh,"With a laugh, she reached out to tangle her fingers in his hair. He turned his head in the gesture, and she could hear the breath rattle in his throat.

""You were asking?"" he said. ""And you did",GPT-Neo
With a laugh,"With a laugh, the host turned to watch him, with one eye still open and eyes wide as he turned back to the man in front of him.

""So you say..."" he muttered to himself. ""I won't.""",GPT-2
With a laugh,"With a laugh, the man said: ""I'm not going to be a politician. I'm not going to be a politician. I'm not going to be a politician.""

The man who has been a political figure in the United",OPT
The leaves fluttered,"The leaves fluttered, she opened her mouth and let the bright, hot sun fill her lungs and fill her body. The cool breeze ruffled her fur and she loved it. She jumped high in the air and spun around, her long tail",GPT-Neo
The leaves fluttered,"The leaves fluttered as it passed through three feet of water, and the trees scattered around behind fell to the ground, the flowers a bit out of place when they first fell.

The blue eyes in the wind turned bright and cheerful. They",GPT-2
The leaves fluttered,"The leaves fluttered in the breeze, and the sun shone through the trees.
The sun was shining through the trees?
The sun was shining through the leaves.",OPT
As they drove,"As they drove up to see him again, he had been sitting in his little cell, looking out the window. He seemed to be reading something—probably a newspaper. But he gave a long sigh, sat up, and looked at them sadly.",GPT-Neo
As they drove,"As they drove south to get to the base of the mountain, the train was shot several times and rolled up near the railroad tracks.

Searchers followed and found a man who looked like Jack in jeans, a short frame with thick blue hair",GPT-2
As they drove,"As they drove away, the driver of the car that hit the cyclist said, ""I'm sorry, I didn't see you.""",OPT
The moon shone,"The moon shone brightly in the sky. As many as five hours had passed since my last contact with the outside world. My thoughts were spinning from the excitement and all the things I had to do. I had a big job ahead of me, and",GPT-Neo
The moon shone,"The moon shone with a blinding light. The Earth remained stationary and only a little over two minutes until the first light flashed in, the brightness reaching 100 kilometers per second and still far beyond the lunar mean.

For 10 minutes, the moon moved",GPT-2
The moon shone,"The moon shone brightly in the sky, and the stars were bright.
The moon shone brightly in the sky, and the stars were bright.
The moon shone brightly in the sky, and the stars were bright.
The moon shone brightly",OPT
"Carefully, she lifted","Carefully, she lifted a corner of the quilt and laid it aside, and for an instant she thought she had the faintest sense of something else, a soft, featherlike quality in the darkness.

""Did you sleep here?""",GPT-Neo
"Carefully, she lifted","Carefully, she lifted her head from the table and laid it on the table opposite the sink, feeling it fall onto one of the shelves below. ""Sheesh,"" she said. ""I think she'd like her own room, too.""",GPT-2
"Carefully, she lifted","Carefully, she lifted her head and looked at him.
""I'm sorry, I didn't mean to scare you.""
""I'm not scared, I'm just curious.""
""I'm not sure what you're asking.""",OPT
The water gurgled,"The water gurgled, and the
faucet ran a few paces. He heard a clatter and, turning, saw the
cushion come down. A hand was lifted above his, and a warm, close, wet",GPT-Neo
The water gurgled,"The water gurgled like a snail's breath.

""I am the King of Kings,"" said the King's daughter. ""I will tell you what I am about.""

They both had not spoken to each other for a long",GPT-2
The water gurgled,"The water gurgled and bubbled as it flowed through the pipes.
The water was cold and clear, and the air was warm and fresh.
The water was clear and cold, and the air was warm and fresh.
The",OPT
In the garage,"In the garage of my parents’ house growing up, a set of large, industrial-looking black and beige-colored wood-framed doors was always parked in the corner of the garage near the two-car garage. I remember sitting",GPT-Neo
In the garage,"In the garage, a small but dedicated room filled to the brim with metal parts, including a battery pack and a battery charger that will plug in either to the back and start charging.

Once the battery is on, the only person in the",GPT-2
In the garage,"In the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in",OPT
She looked away,"She looked away. ""Are you going to send me to school next year, too?""

""I wish.""

I nodded. ""Just like we agreed.""

Her eyes widened—and I looked away, too. Her gaze",GPT-Neo
She looked away,"She looked away from the screen.

""I did. The boy who killed me wanted him to know that we shared a great sense of purpose, and that we did not hate each other. All of us have spent our lives, as we",GPT-2
She looked away,"She looked away from the camera for a second and then looked back at it.
I think she was looking at the camera.",OPT
The car honked,"The car honked, the driver looked off at the side, then turned and looked back across the road at me. Something about him reminded me so strongly of my first sight of a dog in the vet’s office that I had to bite",GPT-Neo
The car honked,"The car honked, and said, ""Oh God, how can anybody say something bad when you're saying 'God Bless America,'"" but then began a second, stuttered, beat-up-loud beat. ""Just kidding! I really",GPT-2
The car honked,"The car honked at me.
I'm sorry, I didn't see you there.",OPT
With a frown,"With a frown on my face, I returned to my seat (it was pretty far from the front) and pulled up the seat-back cover the rest of the way to see what was under there.

The back of the seat was padded",GPT-Neo
With a frown,"With a frown plastered on Harry, the green boy said,

""We can't let you go if you want our money.""


Harry frowned for a second. His nose seemed to twist in surprise, but didn't notice. His",GPT-2
With a frown,"With a frown on his face, he looked at the man who had just entered the room.
""I'm sorry, I didn't mean to interrupt you.""
""No, it's fine.
I was just about to go to",OPT
The sun set,"The sun set over a still sea.

Beth led the way away from the beach, over the rocks that had fallen onto the floor of the valley in some places.

“That’s the bridge over the valley,",GPT-Neo
The sun set,"The sun set and the wind ran around the house in a series of small windmill blasts, and it was late afternoon.

Advertisement

""It all started a little less than three hours before they were going to go out and play,",GPT-2
The sun set,"The sun set on the last day of the year, and the last day of the year was the last day of the year.

The sun set on the last day of the year, and the last day of the year was the last",OPT
As they waited,"As they waited for the sun to rise, hundreds of people milled on the streets of East London, waiting for their turn to march through the morning of the UK-wide climate strike. They were not there to protest, but because it felt good",GPT-Neo
As they waited,"As they waited for the last few hours of the ride on the last highway north from Houston, it felt like a hundred miles from the center of town.

""All I can say is I was kind of just relieved,"" said James. """,GPT-2
As they waited,"As they waited for the bus, a group of young men in their 20s and 30s gathered around a small table in the middle of the street. They were talking about the latest news, and the latest news was that the police had arrested",OPT
The bird nested,"The bird nested a mile away from my first

stew was to take a ride, and that it was an

animal was to do the same. I am not sure whether this is true or not, but it has nothing specific to",GPT-Neo
The bird nested,"The bird nested down from above and fell for a while, and then fell back down on to the side of the ground. He became so conscious of it he ran away screaming with horror.

""Didn't a dog have claws in the",GPT-2
The bird nested,"The bird nested in the tree.
I think it's a bird.",OPT
"Slowly, he walked","Slowly, he walked towards the light of the full moon, with his back straight. When he was close enough, he took a deep breath, exhaled it, and walked into the light. He had to slow himself down so he wouldn't",GPT-Neo
"Slowly, he walked","Slowly, he walked backwards. This time, he walked so fast he couldn't even hear himself. He didn't know what to say, but the next moment, he heard everyone yelling over him. Suddenly the others started to start crying. The",GPT-2
"Slowly, he walked","Slowly, he walked towards the door.
He was about to enter the room when he heard a loud noise.
He turned around and saw a man standing in the doorway.
He was wearing a black suit and a white shirt.",OPT
The grass swayed,"The grass swayed in a steady breeze. A hawk screeched somewhere in the distance. A hawk with a long, wide-open beak and big, black eyes.

It was a cold morning. The moon was full.

And",GPT-Neo
The grass swayed,"The grass swayed and began to twitching, and the grass and the soil were slowly falling. Then the whole village erupted into a roar.
An hour later, the village was finished, once more the grass was gone.
The crowd dispersed to",GPT-2
The grass swayed,"The grass swayed in the wind.
The grass swayed in the wind.
The grass swayed in the wind.
The grass swayed in the wind.
The grass swayed in the wind.
The grass swayed in the wind.
The",OPT
In the closet,"In the closet of a friend’s apartment, you know, the top of a cupboard, the bottom of a wardrobe, in a bathroom, in a kitchen, in a loo, a nook, a cranny, a cub",GPT-Neo
In the closet,"In the closet, I can see a red liquid that comes from the bottom of my eyes.

My vision has been affected by what she called a ""sinking effect.""

The liquid freezes in place and appears black, very similar to",GPT-2
In the closet,"In the closet?
I think he's just a closeted gay man.",OPT
He stepped forward,"He stepped forward to get a better look at the body. ""That's got to be something to see.""

The corpse was still warm, but it wasn't. He smelled of blood and musk and something else he couldn't identify.",GPT-Neo
He stepped forward,"He stepped forward as the woman with her head down was lifted from her body and pushed backwards by some male handrail.

He pulled her to safety, putting her hands together in front of her face, making her fall.

The body",GPT-2
He stepped forward,"He stepped forward and took a step back.
He stepped forward and took a step back.
He stepped forward and took a step back.
He stepped forward and took a step back.
He stepped forward and took a step back.",OPT
The door opened,"The door opened and closed, and the sound of voices from inside.

""I'm glad you're joining us,"" said Mr. Gershwin, in a voice that made them all pause.

""I'll be down in",GPT-Neo
The door opened,"The door opened. A stranger walked into the room and began to speak. ""Excuse me,"" he said. ""I'm sorry to see you here."" I said no. ""I thought that was a bad idea."" I spoke through a thin",GPT-2
The door opened,The door opened and I saw a man in a white lab coat. He was holding a small box. I was confused. I looked at the box and saw a small box. I looked at the box and saw a small box. I looked,OPT
With a gasp,"With a gasp, she felt the full size of what was coming. Her arms flew out like a woman in a dream. With a gasp, she felt the full size of what was coming.With a gasp, she felt the full size of what",GPT-Neo
With a gasp,"With a gasp from Ms. Schrauter, the girl was turned onto the court by the judge on the one-way, one-way path that led her over the street on to the high school that she was staying in. She had walked",GPT-2
With a gasp,"With a gasp, I realized that I had been reading the comments on the article.",OPT
The rain stopped,"The rain stopped long enough in its tracks to let some sun spill onto the streets as the last drops of the day melted into one large pool of yellow light. The sky was clear and, for a change, without a cloud to break up those brilliant",GPT-Neo
The rain stopped,"The rain stopped just before sunset.

The sky was clear and there was no wind in sight. A thin fog had just burst from the sky. The wind was slowly pushing towards the forest. There were small hills ahead of the trees, which",GPT-2
The rain stopped,"The rain stopped.
It's been raining for a while now.
It's been raining for a while now.
It's been raining for a while now.
It's been raining for a while now.
It's been raining",OPT
As day began,"As day began to break, I saw the first sign of dawn that morning on our walk around our property: small yellow lights in the branches of a few trees lit up by the first rays of the sun.

I was sitting quietly with Scott",GPT-Neo
As day began,"As day began to fall, one of the oldest and most successful restaurants on the east coast was called ""Bud's Famous."" In the early 1800's a group of workers at the brewery began brewing berserk. Buds began to use them",GPT-2
As day began,"As day began, the sun was shining and the temperature was in the mid-70s.

The sun was shining and the temperature was in the mid-70s.

The sun was shining and the temperature was in the mid",OPT
The smoke rose,"The smoke rose again from his nostrils, to float up the nostrils and linger at the edges of his eyes. Then he raised his hand for the door. He would not be here. His time now was for other men, who might not",GPT-Neo
The smoke rose,The smoke rose to a dark purple and the light red of the sun. The sun seemed to come before it. A faint and terrible sound came into its light.,GPT-2
The smoke rose,"The smoke rose from the chimney of the house, and the smell of burning wood filled the air.
The house was a small one, with a small yard and a small porch.
The porch was a small one, with a small",OPT
"Gently, she placed","Gently, she placed the first pin into the center of the board and then moved down the length of the board, pulling the nails as close as possible.

""I have it! Just a few more to go. Now press the pin",GPT-Neo
"Gently, she placed","Gently, she placed her arms around her boyfriend's back without being noticed, grabbing his back. She said: ""I think he is so upset that I don't say anything. He says 'It was an accident' but I say it's",GPT-2
"Gently, she placed","Gently, she placed her hand on his chest. ""I'm sorry, I'm not sure what you're saying.""

""I'm sorry, I'm not sure what you're saying.""

""I'm sorry, I",OPT
The waves lapped,"The waves lapped against the walls that lined the harbor, the waves that had long ago been so vast they had become smaller as they passed over this shore. And they had grown so much smaller that one felt that the water had already reached down and",GPT-Neo
The waves lapped,"The waves lapped and shook at their own speed. All of the girls were sweating and panting.

I stared down at the girl in the mirror as she was trying very hard to calm herself in her own body. It didn't take",GPT-2
The waves lapped,"The waves lapped at the shore, and the sun shone brightly.
The waves lapped at the shore, and the sun shone brightly.
The waves lapped at the shore, and the sun shone brightly.
The waves lapped",OPT
In the foyer,"In the foyer there were boxes of Christmas gifts.

I stood in front of the door and looked up at the sky, which was a clear, cloudless blue.

""If you want to go, you can,"" said the",GPT-Neo
In the foyer,"In the foyer with a few other members of his team, you can see what he and O'Brien might have in a picture of a girl, from one of the photo-ops, before they go to bed.

The third picture",GPT-2
In the foyer,"In the foyer of the new building, there is a small room with a small table and chairs.  It's a place to sit and relax.  It's not a place to eat.  It's a place to sit and relax",OPT
He looked back,"He looked back at her. His eyes looked slightly too bright. It was the first time since they'd broken up that he'd seemed to be smiling.

""Hey,"" he said, and it was the first time he sounded like he cared",GPT-Neo
He looked back,"He looked back at him. ""Did not I do well at all at school? I was never smart enough to win, but I can say that."" ""Oh, you are. Have you been studying hard for so many years now?"" he said",GPT-2
He looked back,"He looked back at me and said, ""I'm sorry, I'm not a good kisser.""
I'm sorry, I'm not a good kisser.
I'm sorry, I'm not a good kisser.
I",OPT
The phone vibrated,"The phone vibrated. ""Do I have an address for you, Captain?""

""Why, certainly.""

""Then please send a squad to locate this man, and when he's located, have him brought to me here.""",GPT-Neo
The phone vibrated,"The phone vibrated.

They walked over and held hands.

I told her about it. It's one of those things as a parent who is a parent can sort of say, ""I can't look at this, it makes",GPT-2
The phone vibrated,"The phone vibrated.
I was about to say, I thought I was the only one who got that.",OPT
With a yawn,"With a yawn, I let myself be led to the corner of the room, where the others are milling around. It's the dead of night, except for the stars, which glow brightly and eerily against the black backdrop of the sky",GPT-Neo
With a yawn,"With a yawn, I made two short ribs of bacon with tomato sauce. I added the sour cream for a nice kick and a crunch. A lot of people, myself included, are used to eating bacon, but I didn't like having to have",GPT-2
With a yawn,"With a yawn.
I'm not sure if you're being sarcastic or not, but I'm going to assume you're being sarcastic.
I'm not being sarcastic.  I'm just tired of the same old shit.  I'm",OPT
The ice formed,"The ice formed on Lake Michigan in April 2012, one of the coldest years on record in the Great Lakes. This year was to follow suit.

In April 2012, Michigan recorded its third-coldest January on record. Snow-covered",GPT-Neo
The ice formed,"The ice formed when the sun set and the wind gave off a faint blue light.

He saw a black silhouette moving, covered in scars where they seemed to belong and a hand, a strange and sinister one on his chest.

R",GPT-2
The ice formed,"The ice formed on the surface of the lake is so thick that it's hard to see the bottom.

The ice is so thick that it's hard to see the bottom.

The ice is so thick that it's hard to",OPT
As they listened,"As they listened and watched, he explained, ""This place was my father's. When he died, he left it to me and my family. We all lived here.""

She had to sit down. There was a sudden hush,",GPT-Neo
As they listened,"As they listened to the group discuss the matter, they were greeted with a flurry of questions.

First up, Isiah said: ""Do you think the church is okay with the church being gay? I think they should be able to say",GPT-2
As they listened,"As they listened to the crowd, they realized that they were going to have to do something.

The crowd was chanting, “We want to see the president!”

“We want to see the president!�",OPT
The fire blazed,"The fire blazed, then sizzled, then flared.

""Bitch!""

""Bitch, what? Who?""

""I said, who are you?""

""Bitch.""

The man raised",GPT-Neo
The fire blazed,"The fire blazed through the houses, sending smoke over the buildings, causing the ground around the scene to buckle and roll.

There were also reports of minor injuries that could have led to the fire but were not declared.

Police said",GPT-2
The fire blazed,"The fire blazed through the night, and the flames were so hot that the firemen could not see the flames.

The fire blazed through the night, and the flames were so hot that the firemen could not see the flames",OPT
"Quietly, she moved","Quietly, she moved to her knees and then her hands, clasped before her throat.

""We will do everything in our power to keep you safe from harm, but first we must ask you for your help."" The man looked",GPT-Neo
"Quietly, she moved","Quietly, she moved off. She was still feeling good, especially after having a few days of sleep at home, and was able to recover pretty easily.

""Good night, I'm so happy to see you.""

S",GPT-2
"Quietly, she moved","Quietly, she moved to the back of the room, and began to read the book.
She was reading a book about the history of the United States.
She was reading it in a quiet voice, and she was reading it",OPT
The flower bloomed,"The flower bloomed in the middle of the night; the flower bloomed in the middle of
the morning; the flower bloomed in the middle of the afternoon; the flower bloomed
in the middle of the evening.

~~~",GPT-Neo
